TrackID,ParticleName,Energy,PosX,PosY,PosZ,EventType
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.718505,330,60.5375,104.497,Detection
1,gamma,11.7569,20.108,40.3371,330,Detection
1,gamma,3.05279,-50.3049,-188.117,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,5.06473,118.811,52.8028,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,10.5161,-0.908529,56.2893,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.878683,-17.509,-21.0827,330,Detection
1,gamma,0.667271,-165.98,330,94.0465,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.67963,198.302,-330,121.987,Detection
1,gamma,5.82233,25.1911,-111.247,330,Detection
1,gamma,1.95447,-264.19,84.8697,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.14218,52.8074,330,235.372,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.10147,112.905,154.479,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,11.6775,30.8045,34.6732,330,Detection
1,gamma,2.8797,-8.77347,-200.837,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,9.94242,-8.06042,-63.5159,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,8.27458,12.182,78.8258,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,5.81642,5.29073,-114.236,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.390939,2.51489,-330,-102.27,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.9204,15.3552,-108.676,330,Detection
1,gamma,0.83429,198.648,330,186.803,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.38372,-75.0212,-124.894,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.50517,261.954,-216.843,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.7571,142.076,-159.039,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.82617,163.869,8.6578,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.510448,-111.945,-330,3.89276,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,6.1585,-38.1103,102.095,330,Detection
1,gamma,1.18648,-220.65,-330,276.77,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.980975,330,-281.28,130.698,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.18101,-177.546,170.572,330,Detection
1,gamma,2.41223,145.138,-172.102,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.08,-195.379,-330,264.672,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,7.97598,-24.2339,76.8374,330,Detection
1,gamma,8.28048,13.9329,-76.323,330,Detection
1,gamma,0.953448,-330,222.461,271.952,Detection
1,gamma,15,0,0,330,Detection
