TrackID,ParticleName,Energy,PosX,PosY,PosZ,EventType
1,gamma,0.300696,173.211,317.654,-330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.47893,-44.6721,169.707,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,10.7792,-55.2271,0.129619,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,11.6543,-32.8594,-33.4816,330,Detection
1,gamma,1.60502,249.36,215.39,330,Detection
1,gamma,6.35019,41.6395,-94.3547,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.669789,-330,-117.011,164.598,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.87791,-170.092,93.3857,330,Detection
1,gamma,1.28547,330,16.2727,280.991,Detection
1,gamma,0.712092,-107.144,330,106.841,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.28867,-255.537,319.619,330,Detection
1,gamma,3.24219,-192.542,-156.173,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.989635,-330,-224.047,235.509,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.64832,166.322,22.6457,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,7.81785,-14.0734,-83.6034,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
