TrackID,ParticleName,Energy,PosX,PosY,PosZ,EventType
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.1769,-77.9253,165.306,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.76478,204.8,38.422,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.3171,-11.2988,15.5407,330,Detection
1,gamma,1.41055,6.72474,-303.865,330,Detection
1,gamma,0.731915,-324.506,330,163.139,Detection
1,gamma,12.7498,36.117,3.56688,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,12.4118,-15.988,-37.0971,330,Detection
1,gamma,12.9199,22.0783,27.1666,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.52666,-2.14919,-137.535,330,Detection
1,gamma,0.91796,-34.7437,-330,178.954,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.873858,-152.493,330,182.205,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.0559,-22.0805,3.55251,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.722785,330,55.8856,118.608,Detection
1,gamma,2.1358,250.154,58.972,330,Detection
1,gamma,2.21831,25.6201,235.756,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.64088,-167.211,125.84,330,Detection
1,gamma,0.684144,-175.77,-330,118.992,Detection
1,gamma,2.51029,-202.076,-103.416,330,Detection
1,gamma,2.43568,-30.1359,228.2,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.670486,330,-6.54923,83.358,Detection
1,gamma,4.97415,-121.029,-35.4735,330,Detection
1,gamma,2.16025,-141.57,123.399,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.914341,12.1432,330,179.665,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.91929,-121.194,-52.2742,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.90141,-330,-24.5967,168.573,Detection
1,gamma,8.61695,-54.5978,-55.1843,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,12.2938,22.2125,-34.7279,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.73477,153.903,36.1067,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,8.42311,-75.6775,-14.8405,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.659099,-152.924,-330,328.445,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.30105,-33.1505,-168.234,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,11.856,-33.2648,-28.0459,330,Detection
1,gamma,13.7224,11.2338,-23.9961,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.19233,37.7429,-144.99,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.60476,162.457,-13.2615,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.06674,-252.819,266.843,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.3968,81.8971,-217.715,330,Detection
1,gamma,0.709162,-330,162.797,-21.9376,Detection
1,gamma,1.53536,-228.237,-257.092,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.94927,-19.7846,189.824,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.15941,-79.0471,-330,147.181,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,11.5323,-46.3,-6.03439,330,Detection
1,gamma,15,0,0,330,Detection
