TrackID,ParticleName,Energy,PosX,PosY,PosZ,EventType
1,gamma,0.264538,260.899,330,-117.378,Detection
1,gamma,1.05734,-51.8362,135.312,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,10.169,6.35884,58.3871,330,Detection
1,gamma,14.5557,-10.5418,10.505,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.32611,324.12,217.372,330,Detection
1,gamma,0.755088,330,207.993,259.165,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.04237,241.33,330,275.905,Detection
1,gamma,0.338838,-53.952,330,-188.722,Detection
1,gamma,8.21209,14.7397,77.9057,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.69422,-141.699,-268.795,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.30867,-81.4496,-155.122,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,6.31169,22.5659,-102.301,330,Detection
1,gamma,3.49496,155.152,-69.3138,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,5.3538,-123.29,11.0072,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,10.1401,45.933,40.6126,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,8.51499,61.4502,-48.1018,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.731749,330,-232.42,4.6243,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.6599,-130.966,-107.967,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.8177,-8.56879,4.09389,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,6.1556,59.9783,91.1651,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.32805,-134.452,-330,310.205,Detection
1,gamma,7.36488,74.1999,52.6519,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.543755,40.4007,300.043,330,Detection
1,gamma,5.84299,85.1981,-73.8258,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.39708,198.487,-311.006,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.29684,-330,-112.137,289.051,Detection
1,gamma,3.02159,193.596,11.6326,330,Detection
1,gamma,3.23471,-129.679,133.845,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,9.6977,47.2362,46.8211,330,Detection
1,gamma,0.469462,330,-266.176,-17.2757,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.43984,-145.749,-173.745,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.977572,330,325.995,267.622,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.07407,330,-274.014,278.82,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,6.84794,-93.0257,14.5137,330,Detection
1,gamma,2.14764,276.132,-101.06,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.3172,78.6741,330,278.451,Detection
1,gamma,0.796195,285.249,330,202.09,Detection
1,gamma,1.77879,194.105,-254.871,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.26798,137.328,48.9002,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.299086,-202.378,286.055,-330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,8.22343,-6.39253,-82.0263,330,Detection
1,gamma,0.847883,21.8748,330,151.291,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.939789,272.021,-330,231.635,Detection
1,gamma,15,0,0,330,Detection
1,gamma,3.64802,52.5808,-151.713,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.93186,172.187,-99.9707,330,Detection
1,gamma,3.55576,-163.842,-42.2259,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.28393,-129.013,-68.1514,330,Detection
1,gamma,3.54633,-149.925,69.2425,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.8344,2.33242,-9.02872,330,Detection
1,gamma,2.35152,228.107,67.2214,330,Detection
1,gamma,3.38473,-122.164,37.2253,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.0432,11.1801,19.9735,330,Detection
1,gamma,2.34609,-230.012,57.8706,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,2.66682,150.301,-68.2714,330,Detection
1,gamma,2.16711,-256.457,1.68421,330,Detection
1,gamma,0.696978,-330,48.2436,246.911,Detection
1,gamma,1.77806,-177.71,-244.937,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,0.91054,-330,174.176,195.233,Detection
1,gamma,13.8798,23.0958,7.94821,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,6.88412,30.1186,90.8815,330,Detection
1,gamma,1.72826,135.188,330,174.716,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,14.0366,-22.5666,-4.93774,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,1.80453,-276.166,108.375,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,4.14685,-146.459,40.7758,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
1,gamma,15,0,0,330,Detection
